,tweet_norm_case_labelling,score_tweet_labelling,sentiment,sentiment_score,tweet,date,username,tweet_case_norm,tweet_text_prepocessing_stem,tweet_text_prepocessing_nostem,sentiment_predict
167,indihome di luar saklar lambat nya lembot betttt,-5,negative,0,"Indihome di luar saklar lag nya,,, lembot betttt!!! @IndiHome @IndiHomeCare",2023-06-12 14:33:45+00:00,aaronsag7,indihome di luar saklar lambat nya lembot betttt,indihome saklar lambat lembot betttt,indihome saklar lambat lembot betttt,0
168,hai teman smartfren jika butuh bantuan bisa konfirmasi ke minfren via dm jangan lupa juga kepoin smartfrennya di link ini tetap jikaenapa kesehatan dan jangan lupa pakai masker iya kak  sobat setia smartfren mandala,-6,negative,0,@danawallet @m1akanbuat @AirdropUltemate @KOLONFT @IndiHome Hai teman smartfren jika butuh bantuan bisa konfirmasi ke minfren via DM. Jangan lupa juga kepoin Smartfrennya di link ini https://t.co/Sg9husZx02 . Tetap jaga kesehatan dan jangan lupa pakai masker ya kak. Terima kasih sobat setia Smartfren. Mandala,2023-06-12 14:09:46+00:00,smartfrencare,hai teman smartfren jika butuh bantuan bisa konfirmasi ke minfren via dm jangan lupa juga kepoin smartfrennya di link ini tetap jikaenapa kesehatan dan jangan lupa pakai masker iya kak  sobat setia smartfren mandala,teman smartfren butuh bantu konfirmasi minfren via dm lupa poin smartfrennya link jikaenapa sehat lupa pakai masker  sobat setia smartfren mandala,teman smartfren butuh bantuan konfirmasi minfren via dm lupa kepoin smartfrennya link jikaenapa kesehatan lupa pakai masker  sobat setia smartfren mandala,0
169,asisten digital dana siap bantu keluhan transaksi kamu buka aplikasi dana pilih historyriwayat pilih transaksi yang mau dilaporin dan pilih chat,5,positive,1,"@m1akanbuat @AirdropUltemate @KOLONFT @IndiHome @smartfrencare Asisten Digital DANA siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.",2023-06-12 14:07:57+00:00,danawallet,asisten digital dana siap bantu keluhan transaksi kamu buka aplikasi dana pilih historyriwayat pilih transaksi yang mau dilaporin dan pilih chat,asisten digital dana bantu keluh transaksi buka aplikasi dana pilih historyriwayat pilih transaksi dilaporin pilih chat,asisten digital dana bantu keluhan transaksi buka aplikasi dana pilih historyriwayat pilih transaksi dilaporin pilih chat,1
170,admin kalau mau nambah mbps bagaimana caranya,3,positive,1,@IndiHome min kalau mau nambah mbps gimana caranya,2023-06-12 12:17:12+00:00,ifa2301,admin kalau mau nambah mbps bagaimana caranya,admin nambah mbps,admin nambah mbps,1
171,bisa tidak sehari saja tidak berulah,-17,negative,0,@IndiHome bs ga sehari aja ga berulah,2023-06-12 12:14:51+00:00,hiqumaru,bisa tidak sehari saja tidak berulah,hari ulah,sehari berulah,0
172,admin ini kok tibatiba naik tagihannya,1,positive,1,@IndiHomeCare @IndiHome Min ini kok tiba-tiba naik tagihannya? https://t.co/rdRtP2GRWt,2023-06-12 08:43:51+00:00,binbin_putra,admin ini kok tibatiba naik tagihannya,admin tibatiba tagih,admin tibatiba tagihannya,1
173,saudara laki-laki piyee ki konek tapi tidak internet urgenttt,-5,negative,0,"Bro @IndiHome piyee ki, konek tapi no internet, urgenttt",2023-06-12 07:39:28+00:00,sunbathers__,saudara laki-laki piyee ki konek tapi tidak internet urgenttt,saudara laki piyee ki konek internet urgenttt,saudara laki-laki piyee ki konek internet urgenttt,0
174,terimakasih atas layanan pasang baru nya akhirnya bisa terpasang hari ini,8,positive,1,"@IndiHomeCare @TelkomIndonesia @IndiHome @IndihomeJTD  terimakasih atas layanan pasang baru nya🙏, akhirnya bisa terpasang hari ini",2023-06-12 06:55:15+00:00,adiyaksa,terimakasih atas layanan pasang baru nya akhirnya bisa terpasang hari ini,terimakasih layan pasang pasang,terimakasih layanan pasang terpasang,1
175,p masalah,-4,negative,0,p eror @IndiHome,2023-06-12 06:37:13+00:00,namj2on,p masalah,masalah,masalah,0
176,asisten digital dana siap bantu keluhan transaksi kamu buka aplikasi dana pilih historyriwayat pilih transaksi yang mau dilaporin dan pilih chat,5,positive,1,"@alyssamelon1 @Giraclub_eth @IndiHome @ovo_idn Asisten Digital DANA siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.",2023-06-12 05:42:18+00:00,danawallet,asisten digital dana siap bantu keluhan transaksi kamu buka aplikasi dana pilih historyriwayat pilih transaksi yang mau dilaporin dan pilih chat,asisten digital dana bantu keluh transaksi buka aplikasi dana pilih historyriwayat pilih transaksi dilaporin pilih chat,asisten digital dana bantu keluhan transaksi buka aplikasi dana pilih historyriwayat pilih transaksi dilaporin pilih chat,1
177,inidihome internetkuu hilang merah sudah matiin nyalain selama jam tidak bosa,-6,negative,0,Inidihome wifikuu loss merah udah matiin nyalain selama 1 jam kagak bosa @IndiHomeCare @IndihomeJTD @IndiHome,2023-06-12 05:27:17+00:00,mood22535359,inidihome internetkuu hilang merah sudah matiin nyalain selama jam tidak bosa,inidihome internetkuu hilang merah matiin nyalain jam bosa,inidihome internetkuu hilang merah matiin nyalain jam bosa,1
178,halo ini seamless wifi id sama wifi id nya kemana iya,4,positive,1,halo ini seamless wifi id sama wifi id nya kemana ya? @IndiHome @TENESA_TELKOM,2023-06-12 05:22:32+00:00,asd_g_jkl,halo ini seamless wifi id sama wifi id nya kemana iya,halo seamless wifi id wifi id mana,halo seamless wifi id wifi id kemana,1
179,mohon bantuan internet di rumah saya lambat setelah modem direstart internet kembali normal tetapi beberapa jam kemudian lambat lagi capek saya tiap beberapa jam harus restart modem terus,-20,negative,0,"mohon bantuan, internet di rumah saya lambat. Setelah modem direstart, internet kembali normal, tetapi beberapa jam kemudian lambat lagi. Capek saya tiap beberapa jam harus restart modem terus @IndiHome @IndiHomeCare @TelkomCare",2023-06-12 04:23:23+00:00,yuribhuana,mohon bantuan internet di rumah saya lambat setelah modem direstart internet kembali normal tetapi beberapa jam kemudian lambat lagi capek saya tiap beberapa jam harus restart modem terus,mohon bantu internet rumah lambat modem direstart internet normal jam lambat capek jam restart modem,mohon bantuan internet rumah lambat modem direstart internet normal jam lambat capek jam restart modem,0
180,pelayanan di tempat saya sangat buruk sinyal internet sering hilang begitu saja dan sering terjadi gangguan dalam koneksi sangat merepotkan,-8,negative,0,Pelayanan @indihome di tempat saya sangat buruk. Sinyal internet sering hilang begitu saja dan sering terjadi gangguan dalam koneksi. Sangat merepotkan!,2023-06-12 03:53:23+00:00,essarfm,pelayanan di tempat saya sangat buruk sinyal internet sering hilang begitu saja dan sering terjadi gangguan dalam koneksi sangat merepotkan,layan buruk sinyal internet hilang ganggu koneksi repot,pelayanan buruk sinyal internet hilang gangguan koneksi merepotkan,0
181,gangguan pas jam kerja loh woi,5,positive,1,Error pas jam kerja loh woi @IndiHome @IndiHomeCare,2023-06-12 03:21:56+00:00,Albertogo_1,gangguan pas jam kerja loh woi,ganggu jam kerja loh woi,gangguan jam kerja loh woi,1
182,bayar internet sebulan tidak kurang dari satu juta servisnya gini gini saja,-12,negative,0,"Bayar internet sebulan ga kurang dari satu juta, servisnya gini gini aja. @IndiHome @IndiHomeCare",2023-06-12 03:19:16+00:00,Albertogo_1,bayar internet sebulan tidak kurang dari satu juta servisnya gini gini saja,bayar internet bulan juta servis gin gin,bayar internet sebulan juta servisnya gini gini,0
183,kirim teknisi jangan dibalas pakai pesan template saja,-3,negative,0,"@IndiHomeCare @IndiHome 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻

KIRIM TEKNISI, JANGAN DIBALAS PAKAI PESAN TEMPLATE SAJA. https://t.co/TtHJMjONoN",2023-06-12 03:18:22+00:00,Albertogo_1,kirim teknisi jangan dibalas pakai pesan template saja,kirim teknisi balas pakai pesan template,kirim teknisi dibalas pakai pesan template,0
184,indihome masalah kah,-4,negative,0,Indihome eror kah? @IndiHomeCare @IndiHome,2023-06-12 01:33:50+00:00,hilmiatunhasna,indihome masalah kah,indihome masalah kah,indihome masalah kah,0
185,jelek banget,-4,negative,0,Jelek banget @IndiHome,2023-06-12 01:06:04+00:00,O3O7PM,jelek banget,jelek banget,jelek banget,0
186,kenapa sekarang pelayanan dan jaringannya busuk iya dijnjikan teknisi datang tapi tidak muncul dan tidak ada kabar internet hilang begitu saja,-22,negative,0,"@IndiHome kenapa sekarang pelayanan dan jaringannya busuk ya? Dijnjikan teknisi datang tapi gak muncul dan gak ada kabar, internet los begitu aja @IndiHomeCare",2023-06-12 00:16:55+00:00,Diamond85_,kenapa sekarang pelayanan dan jaringannya busuk iya dijnjikan teknisi datang tapi tidak muncul dan tidak ada kabar internet hilang begitu saja,layan jaring busuk dijnjikan teknisi muncul kabar internet hilang,pelayanan jaringannya busuk dijnjikan teknisi muncul kabar internet hilang,0
187,admin sampai gangguankah di daerah kebayoran lama selatan,-6,negative,0,"min @IndiHomeCare &amp; @IndiHome , gangguankah di daerah kebayoran lama selatan?",2023-06-11 23:38:50+00:00,krishzaditya,admin sampai gangguankah di daerah kebayoran lama selatan,admin ganggu daerah kebayoran selatan,admin gangguankah daerah kebayoran selatan,0
188,wilayah bandar lampung,-4,negative,0,@IndiHomeCare @IndiHome Wilayah bandar lampung,2023-06-11 23:24:15+00:00,aprirahmasari,wilayah bandar lampung,wilayah bandar lampung,wilayah bandar lampung,0
189,malam admin mau tanya,3,positive,1,@IndiHome malam Min mau tanya,2023-06-11 19:09:04+00:00,sagitamania123,malam admin mau tanya,malam admin,malam admin,0
190,lambat,-5,negative,0,@IndiHome lemot,2023-06-11 18:40:26+00:00,payung_jamur,lambat,lambat,lambat,0
191,baru dibenerin sehari gangguan lagi ini naapaapa ini,-3,negative,0,@IndiHomeCare baru dibenerin sehari.. error lagi ini naapa-apa ini @IndiHomeCare @IndiHome @telko https://t.co/wKdhHr2rMu,2023-06-11 16:05:21+00:00,SuyantoMohammat,baru dibenerin sehari gangguan lagi ini naapaapa ini,dibenerin hari ganggu naapaapa,dibenerin sehari gangguan naapaapa,0
192,setuju saya anjing cepat bangkrut ini provider tolol,-11,negative,0,@PoorLittleGuy2 @IndiHome Setuju gua anjing cepet bangkrut nih provider tolol,2023-06-11 15:39:51+00:00,Defandrarifky7,setuju saya anjing cepat bangkrut ini provider tolol,tuju anjing cepat bangkrut provider tolol,setuju anjing cepat bangkrut provider tolol,0
193,busuk banget bulan terakhir selalu tidak koneksi tidak ada kompensasi mudahan cepat bangkrut,-15,negative,0,Busuk banget @IndiHome  2 bulan terakhir selalu no koneksi. Ga ada kompensasi. Mudah2an cepet bangkrut,2023-06-11 15:19:59+00:00,PoorLittleGuy2,busuk banget bulan terakhir selalu tidak koneksi tidak ada kompensasi mudahan cepat bangkrut,busuk banget koneksi kompensasi mudah cepat bangkrut,busuk banget koneksi kompensasi mudahan cepat bangkrut,0
194,mau sampai jam berapa ini,2,positive,1,@IndiHome mau sampai jam brp ini,2023-06-11 13:46:29+00:00,aprirahmasari,mau sampai jam berapa ini,jam,jam,1
195,kenapa selalu gangguan indihome,0,positive,1,@IndiHome knp selalu gangguan indihome,2023-06-11 13:46:00+00:00,aprirahmasari,kenapa selalu gangguan indihome,ganggu indihome,gangguan indihome,1
196,indihome bermasalah,0,positive,1,"Indihome bermasalah?
@IndiHome @IndiHomeCare",2023-06-11 13:42:49+00:00,Syadsukacewe,indihome bermasalah,indihome masalah,indihome bermasalah,0
197,indihome makin aneh saja si ini padahal bayar selalu tepat waktu,-3,negative,0,indihome makin aneh aja si nih pdhl bayar selalu tepat waktu @IndiHome @IndiHomeCare,2023-06-11 13:32:04+00:00,chnxybg0,indihome makin aneh saja si ini padahal bayar selalu tepat waktu,indihome aneh bayar,indihome aneh bayar,0
198,nyesel pindah kalau gini jadinya padahal sudah make indihome dari hampir tahun,-10,negative,0,@afuckatjus @BiznetHome @IndiHome Nyesel pindah kalau gini jadinya padahal udah make Indihome dari hampir +/- 6 tahun,2023-06-11 13:25:55+00:00,ImanTeguhP,nyesel pindah kalau gini jadinya padahal sudah make indihome dari hampir tahun,nyesel pindah gin make indihome,nyesel pindah gini make indihome +,0
199,lagi kenapa sih kok internetnya bahkan tidak ada layanan,-4,negative,0,"@IndiHomeCare @IndiHome @YogyaIndihome 
Lagi kenapa sih? Kok internetnya malah ""tidak ada layanan"" 😔",2023-06-11 13:18:46+00:00,ihwibuuuuu,lagi kenapa sih kok internetnya bahkan tidak ada layanan,internetnya layan,internetnya layanan,0
200,admin saya sudah bulan pindah rumah deh internet sudah tidak saya pakai saya mau ajukan pemutusan iya mohon dibantu,-6,negative,0,Min @IndiHome @IndiHomeCare saya sudah 2 bln pindah rumah dah wifi sudah tidak saya pakai. Saya mau ajukan pemutusan ya. Mohon dibantu,2023-06-11 12:34:44+00:00,andinismayani,admin saya sudah bulan pindah rumah deh internet sudah tidak saya pakai saya mau ajukan pemutusan iya mohon dibantu,admin pindah rumah internet pakai aju putus mohon bantu,admin pindah rumah internet pakai ajukan pemutusan mohon dibantu,0
201,telepon mudah,4,positive,1,mau tanya dong @IndiHome,2023-06-11 12:09:39+00:00,Yasmin160118,telepon mudah,telepon mudah,telepon mudah,1
202,di modem ini ada lampu yang merah bagaimana iya dimohon bantuannya,1,positive,1,di modem ini ada lampu yang merah bagaimana ya dimohon bantuannya @IndiHomeCare @IndiHome,2023-06-11 10:36:23+00:00,dongkqu,di modem ini ada lampu yang merah bagaimana iya dimohon bantuannya,modem lampu merah mohon bantu,modem lampu merah dimohon bantuannya,1
203,Saya kecewa dengan layanan telepon indihome kacau,-3,negative,0,Saya kecewa dengan layanan telepon indihome kacau,2023-06-11 08:43:54+00:00,volume4four,saya kecewa dengan layanan telepon indihome kacau,kecewa layanan telepon indihome kacau,saya kecewa dengan layanan telepon indihome kacau,0
204,kecepatan internet indihome sangat lambat dan tidak konsisten,-8,negative,0,Kecepatan internet Indihome sangat lambat dan tidak konsisten @Indihome,2023-06-11 08:19:23+00:00,wiradhaninjaya,kecepatan internet indihome sangat lambat dan tidak konsisten,cepat internet indihome lambat konsisten,kecepatan internet indihome lambat konsisten,0
205,halo internet saya mati,-3,negative,0,Halo @IndiHomeCare @IndiHome internet saya mati,2023-06-11 07:39:07+00:00,sushidied,halo internet saya mati,halo internet mati,halo internet mati,0
206,gegara kamu gangguan saya nontonnya setengah,-9,negative,0,Gegara lu error gue nontonnya setengah2 @IndiHome,2023-06-11 07:31:49+00:00,yellowssi,gegara kamu gangguan saya nontonnya setengah,gegara ganggu nontonnya,gegara gangguan nontonnya,0
207,ada apa ini router saya indikator warna nya merah,-4,negative,0,Ada apa ni @IndiHome @IndiHomeCare router gue indikator warna nya merah😾,2023-06-11 06:58:43+00:00,annisabayyina_,ada apa ini router saya indikator warna nya merah,router indikator warna merah,router indikator warna merah,0
208,kak sudah jadi belum signalnya,0,positive,1,"@inidorami @Rtna_na @Paqijoe_ @Telkomsel @IndiHome Kak, udah jadi belum signalnya",2023-06-11 06:33:19+00:00,YiSuhuaa,kak sudah jadi belum signalnya,signalnya,signalnya,0
209,aku tadi pas gangguan coba restart router langsung bisa lagi sih,5,positive,1,@deny01184907 @inidorami @Paqijoe_ @Telkomsel @IndiHome Aku tadi pas gangguan coba restart router langsung bisa lagi sih,2023-06-11 06:29:39+00:00,GoodGuyMei,aku tadi pas gangguan coba restart router langsung bisa lagi sih,ganggu coba restart router langsung,gangguan coba restart router langsung,0
210,eh sumpah sama kita satu dom jugaaa kesel banget telekomunikasi sering banget on mati nya,4,positive,1,"@bukuadrat @IndiHome @IndiHomeCare @Telkomsel eh sumpah sama, kita satu dom jugaaa 😩✋🏻 kesel banget telkom sering banget on off nya",2023-06-11 06:26:38+00:00,Harsaroemi,eh sumpah sama kita satu dom jugaaa kesel banget telekomunikasi sering banget on mati nya,sumpah dom jugaaa kesel banget telekomunikasi banget on mati,sumpah dom jugaaa kesel banget telekomunikasi banget on mati,0
211,sudah normal,2,positive,1,@inidorami @Paqijoe_ @Telkomsel @IndiHome Udah normal,2023-06-11 06:19:36+00:00,deny01184907,sudah normal,normal,normal,1
